OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
11361,HUNGC,5,,,,1,298.5,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
11362,VICTE,5,,,,1,123.0,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
11363,RICSU,4,,,,3,441.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
11364,BERGS,4,,,,3,362.75,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
11365,SPLIR,6,,,,3,97.75,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
11366,LAUGB,1,,,,1,242.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
11367,RATTC,8,,,,3,28.0,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
11368,BLAUS,8,,,,3,264.75,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
11369,CHOPS,6,,,,3,83.25,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
11370,HILAA,5,,,,2,284.0,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
11371,HUNGO,1,,,,1,107.5,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
11372,LAUGB,7,,,,2,181.25,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
11373,OLDWO,9,,,,3,307.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
11374,WOLZA,9,,,,1,255.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
11375,LAZYK,4,,,,2,251.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
11376,GODOS,9,,,,2,70.75,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
11377,WHITC,7,,,,3,179.0,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
11378,BSBEV,2,,,,3,188.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
11379,FRANR,2,,,,1,160.0,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
11380,FRANR,9,,,,2,392.0,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
11381,WELLI,2,,,,1,423.5,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
11382,CONSH,8,,,,1,245.5,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
11383,HUNGC,2,,,,1,224.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
11384,QUEDE,9,,,,1,65.0,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
11385,MAISD,9,,,,1,20.25,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
11386,HUNGC,5,,,,2,518.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
11387,SPLIR,7,,,,2,278.25,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
11388,LAUGB,3,,,,3,138.75,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
11389,SANTG,4,,,,1,79.75,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
11390,ISLAT,1,,,,2,42.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
11391,FRANR,9,,,,1,106.75,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
11392,LAUGB,9,,,,1,247.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
11393,LAMAI,8,,,,3,151.0,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
11394,VICTE,8,,,,3,481.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
11395,PRINI,6,,,,3,325.75,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
11396,SPECD,2,,,,3,354.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
11397,BSBEV,2,,,,3,471.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
11398,RICAR,8,,,,3,499.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
11399,WOLZA,9,,,,1,180.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
11400,OTTIK,3,,,,2,175.5,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
11401,HUNGC,3,,,,1,370.75,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
11402,SPECD,3,,,,2,242.5,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
11403,HUNGC,6,,,,3,116.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
11404,WOLZA,2,,,,3,472.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
11405,FRANR,9,,,,3,86.0,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
11406,CONSH,9,,,,3,96.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
11407,GODOS,3,,,,1,210.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
11408,TOMSP,6,,,,2,100.25,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
11409,Val2 ,6,,,,3,181.0,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
11410,WANDK,2,,,,3,57.0,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
11411,WARTH,7,,,,3,484.75,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
11412,GOURL,4,,,,2,174.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
11413,WARTH,8,,,,2,286.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
11414,MAGAA,5,,,,2,260.5,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
11415,GODOS,2,,,,3,249.25,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
11416,OLDWO,2,,,,2,131.0,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
11417,PARIS,8,,,,2,436.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
11418,QUEDE,9,,,,1,423.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
11419,SPLIR,9,,,,1,226.75,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
11420,LAZYK,8,,,,1,171.25,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
11421,FOLIG,7,,,,3,375.0,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
11422,LAUGB,6,,,,3,280.5,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
11423,QUEEN,5,,,,2,150.75,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
11424,RATTC,4,,,,1,185.0,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
11425,CENTC,4,,,,1,421.5,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
11426,BERGS,1,,,,3,459.0,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
11427,SPLIR,4,,,,3,499.0,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
11428,EASTC,5,,,,2,376.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
11429,FOLIG,4,,,,1,137.5,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
11430,FAMIA,2,,,,3,408.25,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
11431,SAVEA,4,,,,1,34.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
11432,SANTG,5,,,,1,439.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
11433,OLDWO,7,,,,3,267.0,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
11434,PARIS,9,,,,2,412.25,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
11435,ANATR,4,,,,3,392.25,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
11436,FISSA,1,,,,1,480.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
11437,OLDWO,9,,,,1,469.75,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
11438,BOLID,5,,,,3,145.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
11439,LILAS,7,,,,1,422.0,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
11440,VALON,5,,,,2,163.75,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
11441,THEBI,4,,,,2,205.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
11442,LEHMS,3,,,,2,503.75,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
11443,RICAR,8,,,,1,513.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
11444,Val2 ,8,,,,3,530.5,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
11445,WHITC,8,,,,2,59.5,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
11446,WANDK,5,,,,2,404.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
11447,PICCO,8,,,,3,446.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
11448,BONAP,3,,,,1,260.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
11449,LONEP,5,,,,1,198.5,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
11450,ALFKI,4,,,,3,207.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
11451,WHITC,1,,,,3,484.75,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
11452,BSBEV,7,,,,3,292.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
11453,FOLKO,5,,,,3,274.0,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
11454,CONSH,3,,,,3,134.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
11455,SANTG,7,,,,2,269.75,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
11456,GALED,6,,,,3,34.25,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
11457,WARTH,4,,,,2,172.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
11458,AROUT,6,,,,1,296.75,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
11459,WILMK,2,,,,2,445.25,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
11460,OTTIK,3,,,,3,69.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
11461,OLDWO,9,,,,3,114.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
11462,EASTC,6,,,,1,437.5,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
11463,FRANS,8,,,,1,214.75,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
11464,LINOD,3,,,,2,440.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
11465,GALED,3,,,,1,161.0,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
11466,PARIS,1,,,,3,431.75,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
11467,MAGAA,3,,,,2,197.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
11468,PRINI,1,,,,1,260.0,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
11469,FOLIG,1,,,,1,356.0,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
11470,LEHMS,2,,,,3,179.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
11471,BLONP,7,,,,1,108.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
11472,AROUT,7,,,,2,303.75,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
11473,HUNGC,3,,,,1,310.25,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
11474,TOMSP,5,,,,2,368.0,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
11475,VALON,9,,,,2,99.5,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
11476,HANAR,8,,,,3,379.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
11477,WARTH,4,,,,2,91.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
11478,VICTE,8,,,,1,434.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
11479,VAFFE,2,,,,1,157.5,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
11480,DRACD,6,,,,1,295.75,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
11481,GROSR,9,,,,1,30.0,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
11482,QUICK,9,,,,1,308.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
11483,HUNGO,3,,,,2,299.75,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
11484,HILAA,4,,,,3,517.0,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
11485,BOLID,9,,,,2,523.0,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
11486,FISSA,5,,,,3,54.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
11487,WILMK,2,,,,2,552.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
11488,PARIS,8,,,,1,351.25,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
11489,LILAS,1,,,,3,71.75,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
11490,LONEP,6,,,,2,89.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
11491,LEHMS,9,,,,2,127.0,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
11492,REGGC,9,,,,3,352.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
11493,REGGC,8,,,,1,315.0,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
11494,MORGK,3,,,,1,173.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
11495,FRANK,5,,,,1,531.5,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
11496,BONAP,3,,,,1,329.5,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
11497,CACTU,1,,,,2,50.75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
11498,SPLIR,6,,,,2,352.75,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
11499,Val2 ,6,,,,2,109.0,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
11500,LILAS,1,,,,1,12.5,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
11501,FURIB,6,,,,1,180.75,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
11502,TRADH,1,,,,2,183.75,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
11503,BONAP,2,,,,1,432.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
11504,THECR,9,,,,3,412.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
11505,LILAS,5,,,,1,358.25,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
11506,QUEEN,3,,,,1,97.25,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
11507,CONSH,4,,,,2,305.25,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
11508,VINET,1,,,,2,176.25,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
11509,QUICK,2,,,,2,516.75,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
11510,QUICK,8,,,,3,157.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
11511,EASTC,2,,,,1,209.25,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
11512,SPLIR,8,,,,3,303.25,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
11513,MAISD,8,,,,3,450.0,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
11514,Val2 ,4,,,,1,216.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
11515,SPECD,1,,,,2,114.75,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
11516,BERGS,9,,,,3,159.25,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
11517,GALED,3,,,,3,447.25,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
11518,Val2 ,7,,,,2,77.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
11519,VICTE,2,,,,1,58.0,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
11520,MAISD,4,,,,2,153.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
11521,BSBEV,1,,,,3,404.75,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
11522,HILAA,6,,,,2,98.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
11523,BLONP,5,,,,1,319.75,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
11524,DUMON,1,,,,1,475.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
11525,PICCO,7,,,,1,77.25,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
11526,RATTC,4,,,,2,541.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
11527,BLAUS,1,,,,2,468.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
11528,SEVES,9,,,,1,446.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
11529,QUICK,9,,,,1,85.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
11530,RANCH,7,,,,2,430.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
11531,BOTTM,4,,,,1,241.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
11532,WHITC,2,,,,1,516.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
11533,LETSS,2,,,,3,245.75,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
11534,GOURL,3,,,,2,123.5,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
11535,DRACD,6,,,,3,217.0,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
11536,ANATR,3,,,,3,285.5,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
11537,BOLID,6,,,,2,483.25,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
11538,COMMI,9,,,,2,261.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
11539,SANTG,6,,,,2,471.5,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
11540,BOLID,6,,,,1,345.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
11541,OLDWO,4,,,,1,75.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
11542,ROMEY,3,,,,2,342.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
11543,BOTTM,8,,,,3,399.75,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
11544,BERGS,3,,,,2,217.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
11545,WANDK,3,,,,2,257.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
11546,BERGS,5,,,,2,217.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
11547,ERNSH,8,,,,3,207.5,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
11548,MEREP,5,,,,2,338.5,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
11549,FRANK,8,,,,2,248.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
11550,PERIC,1,,,,3,335.5,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
11551,RATTC,6,,,,3,284.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
11552,GOURL,8,,,,3,347.0,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
11553,QUEDE,9,,,,3,197.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
11554,SUPRD,3,,,,1,279.75,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
11555,OTTIK,9,,,,2,501.75,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
11556,MORGK,8,,,,2,440.25,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
11557,BONAP,7,,,,2,295.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
11558,SEVES,5,,,,2,428.25,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
11559,CACTU,6,,,,1,530.75,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
11560,GOURL,2,,,,3,383.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
11561,LACOR,9,,,,1,203.75,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
11562,TRADH,6,,,,3,117.25,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
11563,MAGAA,2,,,,2,403.0,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
11564,LAMAI,5,,,,3,158.75,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
11565,RANCH,1,,,,1,340.75,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
11566,LETSS,2,,,,3,426.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
11567,WANDK,5,,,,1,379.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
11568,RICSU,4,,,,3,472.5,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
11569,FRANK,1,,,,3,102.75,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
11570,LILAS,4,,,,1,36.5,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
11571,TRADH,4,,,,1,357.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
11572,QUEEN,1,,,,1,256.75,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
11573,FURIB,8,,,,2,209.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
11574,TRAIH,8,,,,3,244.5,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
11575,REGGC,6,,,,2,155.5,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
11576,MAISD,9,,,,3,72.0,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
11577,HUNGC,3,,,,3,441.25,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
11578,MORGK,6,,,,1,373.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
11579,FURIB,3,,,,1,20.25,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
11580,VICTE,8,,,,1,141.75,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
11581,BLAUS,5,,,,2,289.75,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
11582,ISLAT,8,,,,3,271.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
11583,ANATR,7,,,,2,294.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
11584,QUICK,1,,,,3,110.5,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
11585,REGGC,7,,,,1,236.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
11586,FURIB,3,,,,2,284.5,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
