OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
13203,HANAR,3,23-11-2020 06:02,15-12-2020 16:29,02-12-2020 14:52,1,32.75,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
13204,SANTG,6,31-08-2021 23:28,04-10-2021 03:30,07-09-2021 15:18,1,285,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
13205,RATTC,3,10-10-2018 15:32,30-10-2018 06:35,20-10-2018 15:12,3,370.25,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
13206,BLONP,7,10-05-2023 20:11,18-06-2023 03:25,10-05-2023 20:30,1,46.25,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
13207,KOENE,5,19-10-2019 06:39,24-10-2019 13:36,29-10-2019 22:18,2,342.75,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
13208,Val2 ,2,18-08-2012 18:05,01-10-2012 01:49,21-08-2012 20:12,2,469.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
13209,SANTG,2,25-07-2021 17:58,05-08-2021 00:04,27-07-2021 12:05,3,259.75,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
13210,BSBEV,1,06-12-2021 21:40,08-12-2021 16:55,14-12-2021 18:08,2,398.25,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
13211,SPECD,1,12-09-2017 16:40,21-09-2017 19:49,19-09-2017 06:02,3,426.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
13212,FRANR,1,07-05-2017 12:02,20-05-2017 17:20,13-05-2017 08:38,1,252,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
13213,LONEP,5,26-04-2018 07:41,09-06-2018 07:40,05-05-2018 15:51,2,112.5,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
13214,OLDWO,5,21-05-2017 00:50,01-06-2017 12:38,23-05-2017 04:11,3,437,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
13215,ANTON,9,17-01-2015 09:58,06-02-2015 04:39,17-01-2015 14:33,2,431.25,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
13216,LILAS,9,05-04-2015 08:54,23-04-2015 12:26,13-04-2015 22:34,2,363.5,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
13217,FOLIG,3,08-10-2023 19:47,19-11-2023 02:15,02-11-2023 01:55,1,157.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
13218,RANCH,5,17-07-2016 01:18,03-08-2016 22:54,19-07-2016 07:38,3,181.5,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
13219,BERGS,6,24-10-2019 21:41,26-11-2019 07:14,28-10-2019 04:07,3,68.75,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
13220,VALON,4,11-06-2023 00:48,30-06-2023 01:55,29-06-2023 13:16,1,24.25,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
13221,WARTH,3,21-10-2016 14:24,28-11-2016 21:26,14-11-2016 00:55,2,83.75,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
13222,PRINI,5,03-09-2021 07:59,29-10-2021 10:36,21-09-2021 04:58,3,292,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
13223,ALFKI,6,09-02-2020 08:56,10-02-2020 12:00,18-02-2020 01:02,3,69.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
13224,QUEDE,9,21-11-2022 19:00,28-11-2022 18:19,22-11-2022 18:11,3,453.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
13225,LILAS,2,20-10-2023 05:26,02-11-2023 01:24,24-10-2023 12:03,2,200,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
13226,WHITC,6,19-06-2022 14:58,09-08-2022 00:00,09-07-2022 07:52,3,297.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
13227,PERIC,8,27-07-2023 03:20,06-08-2023 10:47,13-08-2023 06:23,1,38.5,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
13228,MEREP,9,21-12-2021 07:13,15-01-2022 01:26,23-12-2021 11:03,1,329.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
13229,ISLAT,6,19-06-2013 02:39,10-07-2013 02:04,05-07-2013 06:54,1,457.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
13230,RANCH,2,06-01-2020 17:58,11-01-2020 22:23,13-01-2020 01:09,2,88.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
13231,FRANS,7,23-01-2020 18:29,23-02-2020 23:22,29-01-2020 08:06,2,151.75,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
13232,GOURL,8,23-09-2023 17:06,08-10-2023 06:38,23-09-2023 21:24,3,126,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
13233,WARTH,9,28-02-2023 06:37,22-04-2023 08:54,01-03-2023 23:04,2,192,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
13234,FAMIA,9,08-08-2015 17:18,07-09-2015 07:44,09-08-2015 06:43,1,297.5,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
13235,ANATR,8,12-01-2013 13:46,18-02-2013 23:59,18-01-2013 04:39,3,426,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
13236,BONAP,4,28-04-2023 18:14,08-05-2023 07:14,03-05-2023 02:20,3,158.5,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
13237,FRANR,4,07-02-2022 00:21,08-02-2022 18:51,19-02-2022 21:08,2,209,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
13238,THEBI,1,17-01-2023 22:17,21-01-2023 11:37,22-01-2023 00:48,2,367.25,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
13239,ANATR,9,27-02-2016 09:17,29-03-2016 03:32,11-03-2016 18:18,1,357.5,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
13240,PRINI,9,13-06-2014 22:43,18-07-2014 20:12,19-06-2014 23:03,3,72.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
13241,Val2 ,9,03-01-2017 12:37,09-01-2017 18:32,16-01-2017 10:24,3,135.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
13242,QUEDE,1,30-04-2023 10:25,11-05-2023 02:05,10-05-2023 23:32,3,67.5,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
13243,WOLZA,7,09-12-2020 10:47,27-01-2021 12:38,16-12-2020 16:29,2,106,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
13244,RANCH,4,30-04-2015 13:03,17-05-2015 01:51,07-05-2015 11:40,3,318.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
13245,PERIC,6,03-08-2019 19:44,24-08-2019 11:12,04-08-2019 04:47,1,198.25,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
13246,CENTC,5,15-02-2013 10:15,02-04-2013 09:29,17-02-2013 03:24,3,256.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
13247,LINOD,9,29-01-2016 19:19,24-03-2016 10:08,13-02-2016 12:38,1,309,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
13248,TRAIH,4,14-05-2021 14:11,16-05-2021 11:56,22-05-2021 07:08,3,228.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
13249,GODOS,5,06-04-2020 04:59,02-05-2020 00:45,21-04-2020 18:34,3,309,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
13250,CACTU,9,20-02-2018 04:36,12-03-2018 23:23,25-02-2018 12:34,3,391.75,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
13251,LACOR,3,12-09-2017 15:02,29-09-2017 22:21,23-09-2017 16:29,1,311,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
13252,SPECD,5,29-11-2020 07:24,02-12-2020 13:40,15-12-2020 17:57,1,46.25,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
13253,SEVES,6,06-10-2021 04:24,09-11-2021 05:49,16-10-2021 14:26,1,34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
13254,CONSH,3,28-07-2014 05:19,21-08-2014 10:47,06-08-2014 06:53,1,46.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
13255,ISLAT,4,30-09-2018 03:17,09-10-2018 22:55,03-10-2018 21:27,2,144,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
13256,MORGK,8,25-03-2018 07:42,04-05-2018 18:53,06-04-2018 11:38,1,444.25,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
13257,VINET,1,07-05-2017 15:10,11-05-2017 19:18,01-06-2017 22:38,1,82.5,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
13258,ROMEY,1,27-06-2022 08:31,08-07-2022 23:12,30-06-2022 18:57,1,262.75,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
13259,LACOR,6,04-12-2012 09:17,12-12-2012 21:35,06-12-2012 07:12,1,424,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
13260,CHOPS,6,01-10-2016 05:13,27-10-2016 20:18,02-10-2016 12:52,3,420.5,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
13261,DRACD,5,30-11-2016 13:17,06-01-2017 09:54,13-12-2016 06:49,3,275.75,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
13262,BOLID,2,20-04-2022 04:55,12-05-2022 19:37,14-05-2022 10:36,1,173,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
13263,DUMON,6,16-06-2017 11:17,21-06-2017 02:41,16-06-2017 15:30,2,166.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
13264,SPECD,4,08-12-2014 07:44,22-12-2014 00:34,28-12-2014 13:20,2,324.5,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
13265,FRANR,7,03-01-2022 08:13,14-02-2022 01:58,11-01-2022 04:18,3,351.75,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
13266,DUMON,6,24-07-2017 10:03,08-08-2017 08:39,06-08-2017 05:20,1,107.75,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
13267,CENTC,5,28-10-2014 08:01,31-10-2014 06:17,30-10-2014 22:52,2,269.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
13268,SAVEA,3,23-10-2019 12:05,10-11-2019 04:02,23-10-2019 22:47,3,11.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
13269,MAISD,1,18-08-2022 18:13,21-09-2022 22:44,20-08-2022 09:11,1,329.75,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
13270,WHITC,2,12-01-2013 05:16,17-01-2013 22:58,19-01-2013 18:29,1,112.5,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
13271,PARIS,9,28-10-2016 08:28,29-10-2016 14:53,16-11-2016 13:37,2,461.25,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
13272,TRADH,1,12-01-2018 21:04,17-01-2018 08:39,26-01-2018 16:04,2,384.5,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
13273,FURIB,3,06-10-2016 16:23,09-10-2016 22:57,18-10-2016 06:23,2,498.25,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
13274,BERGS,3,24-09-2020 17:11,11-10-2020 02:11,07-10-2020 04:34,3,531.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
13275,RICSU,3,28-10-2020 02:13,21-11-2020 07:01,28-10-2020 07:36,2,219.75,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
13276,MEREP,4,06-06-2017 18:14,03-07-2017 17:30,08-06-2017 03:10,3,359,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
13277,MAGAA,8,27-02-2019 11:58,12-03-2019 09:54,01-03-2019 23:25,3,206,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
13278,LINOD,1,21-01-2015 01:13,04-02-2015 07:00,25-01-2015 03:32,3,396.75,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
13279,COMMI,1,12-08-2023 07:51,12-08-2023 19:48,12-08-2023 09:47,3,421,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
13280,SPLIR,6,06-07-2013 09:56,22-07-2013 13:54,22-07-2013 19:43,3,145.75,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
13281,GREAL,9,21-06-2016 04:41,12-07-2016 15:50,02-07-2016 17:54,2,113,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
13282,WELLI,6,13-06-2015 19:12,20-06-2015 06:32,14-06-2015 17:13,2,315.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
13283,BSBEV,8,07-01-2023 06:40,29-01-2023 21:01,11-01-2023 15:38,3,477.5,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
13284,LINOD,8,22-03-2015 00:52,07-04-2015 05:25,06-04-2015 17:37,3,104.25,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
13285,SPLIR,1,04-08-2017 02:27,04-08-2017 22:19,18-08-2017 09:40,3,332.25,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
13286,GREAL,9,17-12-2014 05:42,27-01-2015 05:28,17-12-2014 23:11,3,374,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
13287,GREAL,4,14-02-2022 00:21,24-02-2022 03:09,26-02-2022 13:16,1,210,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
13288,TRADH,4,23-11-2017 23:42,29-11-2017 23:29,16-12-2017 19:27,1,457.25,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
13289,CHOPS,9,06-04-2020 09:12,23-04-2020 03:28,21-04-2020 17:52,2,428.25,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
13290,PERIC,4,24-07-2012 08:34,14-08-2012 07:20,25-07-2012 05:03,3,272.75,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
13291,TRAIH,1,02-07-2020 13:17,27-07-2020 13:43,13-07-2020 05:40,3,263.75,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
13292,Val2 ,8,06-06-2015 16:24,19-06-2015 05:20,17-06-2015 00:01,2,15.75,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
13293,WOLZA,4,16-02-2016 22:06,19-02-2016 08:55,23-02-2016 18:32,3,465,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
13294,THEBI,1,24-03-2023 20:18,25-03-2023 13:39,27-03-2023 10:41,2,48.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
13295,LETSS,5,31-08-2012 18:02,21-09-2012 12:27,12-09-2012 05:17,3,546.25,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
13296,TORTU,5,07-02-2022 14:41,02-03-2022 23:35,17-02-2022 02:26,1,424.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
13297,HANAR,8,22-03-2015 04:05,03-04-2015 17:37,02-04-2015 05:35,3,274.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
13298,FOLIG,9,01-02-2016 04:48,08-02-2016 01:32,06-02-2016 19:32,1,146.75,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
13299,LILAS,4,20-04-2019 19:19,15-05-2019 01:51,29-04-2019 04:20,2,113,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
13300,HANAR,7,09-10-2012 21:56,18-10-2012 20:55,12-10-2012 21:45,2,155.75,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
13301,TRADH,9,06-05-2021 17:41,19-06-2021 09:14,11-05-2021 16:32,1,469.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
13302,WANDK,6,20-11-2012 16:26,25-12-2012 09:34,01-12-2012 12:27,3,238.5,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
13303,GALED,2,01-10-2018 20:08,10-10-2018 17:39,02-10-2018 19:44,1,122.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
13304,DUMON,4,26-09-2021 13:59,07-10-2021 14:35,26-09-2021 19:37,2,255.75,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
13305,CACTU,1,14-11-2012 00:08,15-12-2012 16:11,17-11-2012 15:52,2,295,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
13306,OCEAN,9,09-01-2021 23:35,12-01-2021 08:00,16-01-2021 07:28,1,17.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
13307,LILAS,7,09-09-2019 13:48,12-09-2019 00:57,16-09-2019 09:08,3,340,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
13308,WILMK,4,01-12-2014 13:01,25-01-2015 16:21,13-12-2014 08:10,2,165.25,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
13309,VICTE,2,09-09-2020 05:02,25-09-2020 20:35,02-10-2020 22:12,2,478,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
13310,VINET,5,22-11-2022 19:51,04-12-2022 16:31,07-12-2022 19:27,1,428,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
13311,PRINI,6,06-05-2020 00:07,16-05-2020 06:03,22-05-2020 22:55,2,441.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
13312,QUICK,4,15-01-2019 16:04,24-01-2019 23:26,18-01-2019 22:00,1,172.5,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
13313,REGGC,2,07-01-2016 01:03,20-01-2016 11:10,18-01-2016 09:48,3,42.75,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
13314,Val2 ,4,21-12-2020 19:48,28-12-2020 19:59,22-12-2020 17:04,1,388.25,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
13315,BOLID,5,16-06-2019 13:29,29-06-2019 10:21,20-06-2019 15:33,1,492,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
13316,THECR,3,20-08-2016 13:17,25-08-2016 16:34,22-08-2016 20:25,1,404.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
13317,THECR,4,11-05-2013 15:29,18-06-2013 04:50,31-05-2013 18:38,1,128.75,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
13318,FAMIA,8,23-09-2018 13:34,25-09-2018 23:10,24-09-2018 14:19,3,188.75,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
13319,DRACD,8,01-10-2016 04:36,04-10-2016 07:36,06-10-2016 21:22,1,181.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
13320,BOTTM,5,09-03-2020 05:23,01-04-2020 17:38,23-03-2020 00:06,3,161.75,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
13321,MAISD,4,18-03-2014 20:19,08-05-2014 04:07,24-03-2014 21:31,3,315,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
13322,QUEEN,2,09-01-2021 06:24,10-01-2021 14:31,27-01-2021 21:06,3,374.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
13323,LAMAI,4,23-10-2019 12:39,12-11-2019 16:44,26-10-2019 09:16,1,453,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
13324,VAFFE,7,27-01-2022 21:58,27-02-2022 08:00,22-02-2022 06:26,3,233.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
13325,MAISD,5,27-08-2012 00:34,31-08-2012 15:17,31-08-2012 01:44,3,196,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
13326,GOURL,9,23-01-2023 15:11,01-02-2023 07:39,29-01-2023 20:11,3,424.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
13327,KOENE,4,23-05-2014 15:18,26-05-2014 00:34,27-05-2014 22:08,3,120.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
13328,LINOD,7,09-12-2017 14:16,11-12-2017 23:01,09-12-2017 18:33,3,446.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
13329,TORTU,3,05-03-2015 20:46,15-03-2015 07:56,12-03-2015 13:16,1,447,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
13330,GALED,9,04-02-2013 16:37,26-02-2013 06:55,15-02-2013 11:29,2,261.75,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
13331,PRINI,7,28-09-2017 22:04,06-10-2017 22:44,29-09-2017 06:38,1,179,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
13332,RATTC,9,11-02-2014 19:22,24-02-2014 19:56,12-02-2014 02:13,1,75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
13333,BLAUS,5,13-09-2022 18:08,22-09-2022 22:22,13-09-2022 22:52,3,219.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
13334,WANDK,8,20-11-2015 04:44,08-12-2015 23:48,09-12-2015 02:36,2,345.75,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
13335,ANTON,8,18-03-2023 01:46,23-03-2023 06:32,20-03-2023 19:27,3,511,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
13336,SIMOB,1,25-08-2013 23:15,15-09-2013 09:45,29-08-2013 09:54,1,414,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
13337,SEVES,2,31-07-2015 14:29,06-08-2015 20:06,03-08-2015 13:27,1,433,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
13338,RANCH,4,03-05-2018 00:48,16-05-2018 09:42,10-05-2018 07:09,1,68.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
13339,WILMK,7,05-04-2022 09:32,16-05-2022 08:48,10-04-2022 15:06,1,90.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
13340,Val2 ,7,08-03-2023 19:55,29-04-2023 22:26,12-03-2023 00:51,1,499,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
13341,LEHMS,6,12-02-2023 21:33,04-03-2023 15:45,20-02-2023 19:43,3,344.25,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
13342,THECR,7,18-07-2021 14:15,08-08-2021 21:19,19-07-2021 22:43,3,140.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
13343,SIMOB,1,10-12-2017 02:17,28-12-2017 10:54,21-12-2017 08:25,1,413.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
13344,CONSH,9,07-09-2017 13:59,23-09-2017 21:14,08-09-2017 02:47,2,139,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
13345,ROMEY,6,12-02-2023 12:07,16-02-2023 05:59,13-02-2023 07:29,2,51,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
13346,FRANR,8,17-10-2019 00:49,23-10-2019 04:56,23-10-2019 02:59,3,462.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
13347,VALON,5,30-01-2016 17:05,11-02-2016 10:56,19-02-2016 15:03,3,465.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
13348,THEBI,5,12-10-2017 16:56,02-11-2017 00:17,08-11-2017 03:12,3,175.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
13349,TOMSP,2,20-09-2013 13:42,23-10-2013 14:41,26-09-2013 01:00,1,163.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
13350,RANCH,5,12-04-2013 10:28,30-04-2013 19:21,18-04-2013 03:39,2,89,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
13351,TORTU,9,12-07-2023 04:10,14-07-2023 15:30,13-07-2023 18:39,1,218.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
13352,DRACD,2,19-02-2014 23:53,09-03-2014 07:26,20-02-2014 01:18,1,94.75,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
13353,WELLI,1,15-04-2013 09:53,28-04-2013 01:57,22-04-2013 22:45,1,183,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
13354,Val2 ,8,09-10-2021 19:52,24-10-2021 01:48,13-10-2021 20:11,1,211.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
13355,TRADH,1,18-06-2014 03:09,13-07-2014 23:12,29-06-2014 05:30,2,208.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
